title,popularity,release_date,vote_average,vote_count
Hanna,19.829,2011-04-07,6.59,3349
Welcome to the Rileys,7.987,2010-10-29,6.6,393
Cruising,25.189,1980-02-15,6.6,529
Flesh + Blood,14.426,1985-08-30,6.59,379
Vampire Hunter D,15.447,1985-12-21,6.59,472
Nothing to Hide,8.258,2018-10-17,6.589,1344
Chaos Walking,20.797,2021-02-24,6.6,2269
Bernie,7.339,2012-04-27,6.6,914
"New York, New York",8.143,1977-06-21,6.589,455
Lethal Weapon 4,25.601,1998-07-10,6.589,2617
Scoop,13.17,2006-07-27,6.589,1618
Orion and the Dark,82.039,2024-02-01,6.587,497
Happy-Go-Lucky,13.421,2008-04-18,6.6,445
Strictly Ballroom,9.795,1992-08-20,6.6,340
The Sugarland Express,11.424,1974-03-31,6.587,380
The Brave One,16.157,2007-09-12,6.587,958
Man Up,9.92,2015-05-29,6.6,956
Better Off Dead...,10.717,1985-08-23,6.585,487
The Children Act,13.038,2018-08-01,6.6,610
Monster Hunter,63.927,2020-12-03,6.6,3289
Angel Has Fallen,54.428,2019-08-21,6.584,3467
The Warriors Gate,16.023,2016-11-18,6.6,349
The Measure of a Man,7.677,2015-03-16,6.584,334
My First Time,6.608,2012-01-18,6.6,531
The Masque of the Red Death,5.676,1964-06-24,6.584,321
Killer Klowns from Outer Space,22.486,1988-05-27,6.6,1016
License to Drive,12.196,1988-07-06,6.6,363
A Bay of Blood,27.539,1971-09-08,6.584,369
Black Rain,12.449,1989-09-22,6.584,1077
Night at the Museum,46.92,2006-12-20,6.585,10184
Recess: School's Out,52.725,2001-02-16,6.6,343
Appaloosa,10.411,2008-09-19,6.6,985
American Pie,86.966,1999-07-09,6.583,7651
Underworld: Evolution,31.186,2006-01-12,6.583,3987
Indiana Jones and the Dial of Destiny,89.6,2023-06-25,6.582,3381
The Lion King 1½,49.78,2004-02-06,6.582,2958
Find Me Guilty,7.904,2006-03-16,6.582,485
Hot Shots!,54.119,1991-07-31,6.582,2151
To Die For,11.299,1995-09-22,6.6,777
Star Trek III: The Search for Spock,13.238,1984-06-01,6.6,1357
Jolt,21.593,2021-07-15,6.6,1244
Time Bandits,39.215,1981-07-13,6.6,991
Homeward Bound II: Lost in San Francisco,10.839,1996-03-08,6.6,470
The Legend of Bagger Vance,12.191,2000-11-02,6.581,890
The Curse of the Jade Scorpion,21.888,2001-08-05,6.6,763
The Lord of the Rings,46.268,1978-11-15,6.581,908
Housebound,7.036,2014-09-04,6.58,831
The Poughkeepsie Tapes,18.875,2007-04-27,6.579,621
The Gauntlet,16.422,1977-12-17,6.579,521
Mr. Mom,9.556,1983-07-22,6.6,302
He's Just Not That Into You,93.606,2009-02-06,6.6,3678
Sex and the City,58.635,2008-05-12,6.6,2106
Alibi.com 2,13.259,2023-02-08,6.578,410
It Follows,55.063,2015-02-04,6.578,6367
Superman: Unbound,14.304,2013-04-23,6.578,399
Play Misty for Me,12.151,1971-10-01,6.6,495
They Cloned Tyrone,9.458,2023-06-14,6.577,571
Alex Strangelove,10.873,2018-04-16,6.6,1529
Unstoppable,25.886,2010-11-04,6.58,3517
The Swan Princess,24.448,1994-11-18,6.6,954
I'm Thinking of Ending Things,19.953,2020-08-28,6.6,1919
The Kindergarten Teacher,7.543,2018-09-23,6.576,343
Fairy Tail: Dragon Cry,14.983,2017-05-06,6.6,401
The Fury of a Patient Man,8.879,2016-09-09,6.576,429
Secret Window,16.203,2004-03-12,6.575,3588
Logan's Run,17.425,1976-06-23,6.575,928
Get the Gringo,23.689,2012-03-15,6.6,1628
The Art of Getting By,14.361,2011-06-17,6.574,1285
Pandorum,50.561,2009-09-08,6.575,2355
The Mask of Zorro,35.29,1998-07-16,6.574,3977
Ghostbusters II,41.326,1989-06-16,6.574,4409
Silent Hill,37.345,2006-04-21,6.574,4283
Magic Mike's Last Dance,22.679,2023-02-09,6.567,491
Sergio,14.371,2020-01-28,6.573,328
Pinocchio,16.116,2019-12-19,6.6,1493
Lady Macbeth,12.311,2016-12-12,6.573,749
Out of the Furnace,16.722,2013-11-09,6.573,1937
Horrible Bosses,24.939,2011-07-08,6.572,6308
The Salton Sea,9.228,2002-02-02,6.6,314
The Eye,8.479,2002-05-09,6.6,410
On Her Majesty's Secret Service,29.803,1969-12-18,6.572,1882
Kinds of Kindness,56.141,2024-05-30,6.6,790
Prometheus,62.824,2012-05-30,6.571,12220
Greta,22.394,2019-02-28,6.57,1323
Seeking a Friend for the End of the World,11.474,2012-06-22,6.57,2032
The Debt,11.541,2010-09-30,6.6,883
Smile 2,1164.625,2024-10-16,6.6,879
When We First Met,12.461,2018-02-09,6.6,2274
Alienoid: Return to the Future,80.379,2024-01-10,6.573,626
Puss in Boots,52.78,2011-10-27,6.568,4042
From the Land of the Moon,12.235,2016-10-19,6.6,301
Gantz,23.1,2010-11-29,6.6,300
Leroy & Stitch,31.567,2006-06-23,6.6,519
Silver Bullet,21.711,1985-10-10,6.6,599
Star Wars: Episode II - Attack of the Clones,47.685,2002-05-15,6.568,13205
The Protégé,23.262,2021-08-19,6.6,973
Super Troopers,13.576,2001-02-15,6.567,1090
Halloween II,21.696,1981-10-30,6.567,2019
A Night at the Roxbury,21.268,1998-10-01,6.6,889
Austin Powers: International Man of Mystery,34.276,1997-05-02,6.567,3374
You Only Live Twice,39.964,1967-06-13,6.567,2175
Ocean's Twelve,35.954,2004-12-09,6.567,7231
The Killer,50.278,2023-10-25,6.567,2134
Mary Queen of Scots,41.616,2018-12-07,6.567,1765
The Crucible,29.89,1996-11-27,6.6,495
Kalifornia,19.867,1993-06-24,6.566,771
Ace Ventura: Pet Detective,44.174,1994-02-04,6.566,5768
Tarot,97.63,2024-05-01,6.56,1038
The Grey,35.744,2012-01-26,6.565,3807
Baghead,38.488,2023-12-28,6.6,343
City Hunter,15.814,1993-01-01,6.6,399
The Ref,16.456,1994-03-09,6.6,322
Hitch,36.142,2005-02-11,6.564,5752
The Last Word,10.372,2017-03-03,6.6,350
French Fried Vacation,8.202,1978-11-11,6.563,895
James and the Giant Peach,26.161,1996-04-12,6.6,1312
Sliding Doors,22.22,1998-04-23,6.6,1305
Titan A.E.,15.579,2000-06-16,6.563,1081
Walk Hard: The Dewey Cox Story,21.725,2007-12-21,6.563,664
Dragged Across Concrete,23.494,2019-02-21,6.6,978
Over the Hedge,32.959,2006-05-17,6.562,4441
Hunting & Gathering,15.691,2007-03-21,6.562,401
Reality Bites,19.974,1994-02-18,6.6,725
Big Stan,24.858,2007-11-03,6.561,891
A Cinderella Story,29.59,2004-07-16,6.6,3197
Alice Through the Looking Glass,41.91,2016-05-25,6.6,6398
Trust,32.55,2010-09-10,6.6,951
Drive Me Crazy,10.536,1999-10-01,6.6,384
High School Musical 3: Senior Year,27.272,2008-10-11,6.56,3448
Igby Goes Down,8.075,2002-09-13,6.56,307
Freaky,38.084,2020-11-12,6.557,1619
Look Away,12.804,2018-11-02,6.559,838
Hitchcock,11.077,2012-11-22,6.559,1495
Return of the Living Dead III,19.965,1993-10-01,6.6,829
"I Love You, Man",12.102,2009-03-20,6.559,1700
The Great Raid,13.355,2005-08-12,6.6,338
Inherent Vice,24.192,2014-12-12,6.559,2471
Red Tails,15.301,2012-01-19,6.6,628
F/X,9.906,1986-02-07,6.558,428
Flyboys,11.97,2006-09-22,6.558,790
Thanksgiving,89.363,2023-11-16,6.557,1212
The Legacy of the Bones,13.871,2019-12-05,6.6,414
You Were Never Really Here,20.134,2017-11-08,6.557,2764
Solo: A Star Wars Story,72.156,2018-05-15,6.557,8499
Step Brothers,44.419,2008-07-25,6.557,3083
High School Musical,32.138,2006-01-20,6.6,4559
Romper Stomper,10.465,1992-03-05,6.6,496
Wolfs,153.063,2024-09-20,6.558,780
Evil Dead,30.637,2013-04-05,6.6,4596
I Don't Feel at Home in This World Anymore,7.882,2017-01-19,6.555,1282
Cold in July,11.456,2014-05-23,6.6,729
The Place Promised in Our Early Days,12.1,2004-11-20,6.6,506
Hamburger Hill,32.522,1987-08-07,6.555,455
Star Wars: Episode I - The Phantom Menace,49.587,1999-05-19,6.555,14586
The Howling,12.541,1981-01-21,6.6,763
Outbreak,23.369,1995-03-10,6.6,2240
Pirates of the Caribbean: On Stranger Tides,130.321,2011-05-15,6.554,13975
The Birth of a Nation,14.651,2016-09-09,6.553,524
The Giver,33.321,2014-08-13,6.553,4396
Dead Calm,18.737,1989-04-07,6.6,735
The Limey,8.155,1999-10-08,6.6,423
Ghostbusters: Frozen Empire,91.564,2024-03-20,6.552,1575
Brexit: The Uncivil War,8.199,2019-01-19,6.552,307
Halloween,40.15,2018-10-18,6.552,4718
Blade II,74.719,2002-03-22,6.552,4689
The Mighty Ducks,13.918,1992-10-02,6.552,879
The Vast of Night,14.41,2019-06-01,6.551,1023
The Nutty Professor,17.472,1963-06-04,6.6,415
Nell,25.094,1994-12-23,6.551,493
It’s the Law,5.656,2017-01-19,6.5,753
King Arthur: Legend of the Sword,89.125,2017-05-10,6.55,5672
Spectre,60.563,2015-10-26,6.5,10478
The East,7.518,2013-05-31,6.55,770
Just Wright,14.116,2010-05-14,6.55,419
The Warrior's Way,18.514,2010-12-01,6.55,614
The Tigger Movie,12.009,2000-02-11,6.549,560
Escape Room: Tournament of Champions,29.169,2021-07-01,6.5,2011
Mr. Turner,12.15,2014-10-31,6.5,511
The Pledge,13.263,2001-01-19,6.547,1020
The Girl with All the Gifts,16.879,2016-09-23,6.5,1959
Nothing to Lose,13.923,1997-07-18,6.546,603
Dinosaur,63.116,2000-05-19,6.546,2520
Rambo: Last Blood,51.574,2019-09-19,6.544,3876
Welcome to Marwen,27.87,2018-12-21,6.5,1130
The Man with the Iron Heart,20.083,2017-05-25,6.5,760
Mistress America,7.95,2015-08-14,6.5,530
Kong: Skull Island,49.206,2017-03-08,6.545,10413
Dead Snow 2: Red vs. Dead,12.775,2014-02-12,6.5,622
The Stepfather,10.597,1987-01-23,6.5,324
Fragile,12.697,2005-10-14,6.5,579
Stripes,22.634,1981-06-26,6.545,898
Funny Games,16.133,2008-03-14,6.545,2035
Dan in Real Life,20.842,2007-10-26,6.545,1200
MouseHunt,45.36,1997-12-19,6.5,1234
Who You Think I Am,10.66,2019-02-27,6.5,321
Lou,17.906,2022-09-23,6.544,660
The Conspirator,23.646,2011-04-15,6.544,445
Avalon,11.077,2001-01-20,6.544,315
Phantasm,10.015,1979-03-28,6.5,681
The Homesman,10.554,2014-05-18,6.543,783
Wish I Was Here,12.575,2014-07-18,6.5,718
The Quick and the Dead,29.947,1995-02-09,6.5,1719
Dragonfly,17.7,2002-02-22,6.5,852
The Faculty,27.602,1998-12-25,6.543,1968
Calendar Girls,8.943,2003-09-02,6.5,376
Escape Room,26.688,2019-01-03,6.542,4659
Jurassic World: Fallen Kingdom,123.519,2018-06-06,6.542,11768
Water Lilies,16.382,2007-05-17,6.548,415
The Man Without a Face,11.567,1993-08-25,6.5,510
Hot Shots! Part Deux,52.92,1993-05-21,6.542,1825
DragonHeart,18.531,1996-05-31,6.5,1960
Paranoid Park,11.904,2007-07-12,6.5,530
The Lost World: Jurassic Park,2.885,1997-05-23,6.542,8341
Causeway,13.718,2022-10-28,6.5,436
Being the Ricardos,7.344,2021-12-10,6.541,624
Slither,22.455,2006-03-31,6.5,1544
K-19: The Widowmaker,19.421,2002-07-19,6.5,1018
A Perfect Murder,36.185,1998-06-05,6.541,1363
The Last Man on Earth,17.277,1964-05-06,6.5,426
Sudden Impact,25.139,1983-12-08,6.54,886
Paradise,14.247,2023-06-24,6.54,581
Love Lies Bleeding,72.316,2024-03-07,6.54,591
LEGO Star Wars Holiday Special,12.617,2020-11-17,6.5,321
Hippocrates,6.463,2014-09-03,6.541,474
2 Guns,30.401,2013-08-02,6.539,4121
Blind Fury,32.878,1989-08-17,6.539,451
Bubba Ho-tep,7.714,2002-06-09,6.539,605
The American President,9.335,1995-11-17,6.5,703
Shaft,14.627,2019-06-14,6.538,1703
Joy,41.447,2015-12-24,6.538,4079
Boundin',7.295,2003-11-04,6.538,556
Event Horizon,26.933,1997-08-15,6.5,2817
The Fox and the Child,7.351,2007-12-27,6.5,342
The Lost Daughter,20.23,2021-12-15,6.5,950
Ghost Town,16.174,2008-09-19,6.537,956
Regarding Henry,11.914,1991-07-10,6.537,574
Bad Santa,43.133,2003-11-26,6.537,2114
The Day After Tomorrow,35.923,2004-05-26,6.537,8085
Through My Window: Across the Sea,77.857,2023-06-23,6.534,827
It's a Boy Girl Thing,17.23,2006-07-15,6.536,1035
Dragon Hunters,12.899,2008-03-19,6.5,443
Raise Your Voice,12.738,2004-08-10,6.5,826
Something Wild,8.914,1986-11-07,6.5,326
True Crime,16.115,1999-03-19,6.5,741
Jarhead: Law of Return,35.134,2019-10-01,6.5,3338
Falling Inn Love,24.503,2019-08-29,6.5,1145
Little Monsters,8.784,2019-08-29,6.5,666
Red Sparrow,40.394,2018-02-28,6.534,5927
Slayers Return,6.65,1996-08-03,6.5,1896
The Karate Kid,68.817,2010-06-10,6.5,5973
Undisputed,33.852,2002-07-17,6.5,721
Awake,14.807,2007-11-28,6.534,1352
The Postman Always Rings Twice,12.651,1981-03-20,6.534,490
Lionheart,39.452,1990-06-07,6.534,1031
The Witches of Eastwick,23.231,1987-06-12,6.5,1388
In the Land of Saints and Sinners,48.965,2023-10-06,6.5,381
Luckiest Girl Alive,14.157,2022-09-30,6.5,821
The Cellar,16.584,2022-03-25,6.533,453
Truth,14.029,2015-10-16,6.5,485
Scouts Guide to the Zombie Apocalypse,106.061,2015-10-23,6.533,1913
Super,33.887,2010-11-26,6.5,1555
Ramona and Beezus,13.282,2010-07-23,6.533,754
Apt Pupil,11.74,1998-10-23,6.533,636
Charlie Wilson's War,23.629,2007-12-19,6.5,1464
Seoul Station,11.632,2016-08-17,6.532,432
The Water Horse,21.486,2007-12-25,6.5,1049
What a Beautiful Day,6.282,2011-01-05,6.5,1494
Small Soldiers,25.73,1998-07-10,6.532,2115
The Hobbit,22.045,1977-11-27,6.532,312
Return to Nim's Island,10.797,2013-03-15,6.5,632
L'allenatore nel pallone,5.684,1984-10-26,6.5,369
Underworld: Rise of the Lycans,33.469,2009-01-22,6.531,3615
The Muppets Take Manhattan,15.722,1984-06-27,6.5,369
Harold & Kumar Go to White Castle,24.107,2004-07-02,6.531,2042
May,16.047,2003-04-11,6.5,613
Miss Congeniality,29.376,2000-12-22,6.531,3880
Spenser Confidential,18.81,2020-03-06,6.529,2284
City Hunter,21.365,2019-02-06,6.53,786
I Still See You,22.733,2018-09-27,6.5,607
The Son of Bigfoot,12.855,2017-07-26,6.5,482
Cinderella III: A Twist in Time,28.146,2007-02-06,6.5,1245
The Love Bug,16.824,1968-12-23,6.5,584
Spun,19.302,2003-02-07,6.5,452
Grandma's Boy,15.607,2006-01-06,6.53,657
Hollywood Ending,7.643,2002-05-03,6.53,493
Turbo Kid,9.338,2015-08-14,6.529,694
RED 2,32.08,2013-07-18,6.529,4003
In Hell,30.832,2003-11-24,6.5,526
The Chronicles of Riddick,25.433,2004-06-11,6.529,4045
Twister,43.197,1996-05-10,6.5,3414
The Killer,115.688,2024-08-22,6.541,307
Godzilla: City on the Edge of Battle,12.821,2018-05-18,6.528,352
Penguins of Madagascar,107.117,2014-11-22,6.528,4142
The Iceman,18.903,2012-09-01,6.528,1007
Weird Science,20.864,1985-08-01,6.529,1374
Save the Last Dance,12.623,2001-01-12,6.528,1261
Cry-Baby,16.522,1990-04-06,6.528,1481
Kiss the Girls,31.556,1997-09-29,6.528,1622
A Good Doctor,6.81,2019-12-11,6.5,313
My Friend Dahmer,14.75,2017-11-03,6.527,579
The Whole Truth,16.429,2016-03-25,6.527,1165
Tales from Earthsea,18.227,2006-07-29,6.5,1309
Suicide Club,8.314,2001-10-29,6.5,482
Wanted,36.367,2008-06-19,6.527,7017
Saving Grace,9.248,2000-01-24,6.5,411
Epic,34.291,2013-05-15,6.5,2721
The Company Men,7.569,2010-10-21,6.529,716
LOL (Laughing Out Loud),15.548,2009-02-04,6.526,1301
Everything You Always Wanted to Know About Sex *But Were Afraid to Ask,18.09,1972-08-06,6.526,913
Pitch Perfect 3,42.362,2017-12-20,6.5,3281
Irrational Man,22.897,2015-07-17,6.5,2369
The Secret of Moonacre,22.371,2009-02-06,6.5,443
The Running Man,26.916,1987-11-13,6.525,2352
The Living Daylights,27.478,1987-06-29,6.525,1765
The Curse of Bridge Hollow,11.148,2022-10-14,6.524,456
For Your Eyes Only,31.237,1981-06-24,6.524,1836
The Simpsons in Plusaversary,16.626,2021-11-12,6.5,410
The Informer,20.341,2019-08-30,6.523,835
Killer Joe,16.833,2012-06-07,6.525,1401
Men in Black 3,36.187,2012-05-23,6.523,10268
The Mechanic,70.256,2011-01-13,6.523,3231
Lost Bullet 2,14.514,2022-11-10,6.522,363
Shazam! Fury of the Gods,64.951,2023-03-15,6.5,3106
Radius,10.652,2017-07-17,6.523,652
Thor: The Dark World,50.212,2013-10-30,6.522,17246
Asterix vs. Caesar,13.423,1985-03-06,6.522,577
Alpha,28.952,2018-08-17,6.5,2536
Wolf Totem,9.322,2015-02-19,6.521,375
Tulip Fever,16.624,2017-07-13,6.52,685
The Babadook,33.909,2014-05-22,6.52,5950
Puss in Boots: The Three Diablos,29.795,2012-02-07,6.52,478
The People Under the Stairs,13.231,1991-11-01,6.52,660
Bolt,45.065,2008-11-21,6.52,6027
The Jane Austen Book Club,6.456,2007-09-09,6.52,371
The Tearsmith,82.248,2024-04-03,6.519,776
Thank You for Your Service,26.574,2017-10-26,6.518,371
Annie,19.03,1982-05-21,6.5,695
High School Musical 2,20.991,2007-08-17,6.519,3707
The Cotton Club,15.723,1984-12-14,6.5,397
Obvious Child,6.459,2014-06-06,6.5,424
Romantics Anonymous,7.297,2010-12-22,6.5,533
Dragon Ball Z: The World's Strongest,27.527,1990-03-10,6.518,488
U.S. Marshals,35.568,1998-03-06,6.519,1587
Everybody Knows,8.49,2018-05-09,6.517,966
Detective Dee and the Mystery of the Phantom Flame,11.171,2010-09-18,6.517,393
Doodlebug,5.954,1997-01-01,6.517,450
Blindness,15.151,2008-05-14,6.5,1255
Let's Dance,5.996,2019-03-27,6.5,320
He's All That,53.902,2021-08-27,6.517,1371
Burnt,28.154,2015-10-02,6.516,3345
X-Men: Apocalypse,60.195,2016-05-18,6.516,12938
Borgman,22.844,2013-05-13,6.516,314
Bridesmaids,33.347,2011-05-13,6.516,4335
Bride of Re-Animator,12.526,1990-09-01,6.5,438
Freaky Friday,37.686,2003-08-05,6.516,3782
7 Days in Hell,22.197,2015-07-08,6.515,379
Black Mass,25.867,2015-09-17,6.515,3320
Frequencies,15.166,2013-07-24,6.515,394
Looking for Eric,16.554,2009-05-27,6.515,333
Bambi II,23.551,2006-01-26,6.515,987
Don't Listen,14.476,2020-07-24,6.5,739
Queenpins,37.062,2021-08-26,6.514,430
The Mermaid,27.557,2016-02-08,6.514,407
Return,8.973,1972-07-15,6.514,311
The Sisterhood of the Traveling Pants,11.938,2005-06-01,6.514,1281
Rio 2,57.37,2014-03-19,6.512,3474
The Amazing Spider-Man 2,98.732,2014-04-16,6.513,13216
War of the Worlds,47.863,2005-06-13,6.513,8351
Mary Poppins Returns,28.793,2018-12-13,6.512,3295
Sand Castle,13.575,2017-04-21,6.512,791
Time Lapse,23.355,2014-05-24,6.512,1234
Elysium,25.383,2013-08-07,6.512,8804
I Spit on Your Grave,47.606,2010-06-17,6.5,2273
The Rebound,21.275,2009-09-16,6.5,890
Madagascar: Escape 2 Africa,64.307,2008-10-30,6.512,6861
The Gendarme Gets Married,13.427,1968-10-30,6.5,552
Sputnik,17.474,2020-09-08,6.511,740
The Blackout,10.358,2019-11-21,6.511,476
Wonder Park,16.857,2019-03-13,6.5,694
Things to Come,10.03,2016-04-06,6.5,311
The Double,10.879,2014-04-03,6.511,978
Mother's Day,9.347,2010-09-23,6.5,416
The Hunting Party,8.66,2007-09-03,6.511,318
I'm Not There,9.449,2007-10-01,6.511,689
Renfield,36.952,2023-04-07,6.51,1652
The Neon Demon,21.254,2016-05-31,6.5,3701
Cocoon: The Return,11.349,1988-09-13,6.5,982
The Eyes of Tammy Faye,11.999,2021-09-17,6.5,597
The Last Days of American Crime,11.449,2020-06-05,6.509,817
The Fast and the Furious: Tokyo Drift,16.302,2006-06-03,6.51,6877
Miller's Girl,72.417,2024-01-18,6.499,674
Rolling to You,29.061,2018-03-14,6.5,753
Hell House LLC,42.735,2015-10-16,6.5,461
Live and Let Die,39.95,1973-06-27,6.507,2030
Beverly Hills Cop II,23.014,1987-05-18,6.508,2519
Operation Mincemeat,21.776,2022-04-01,6.506,672
Lone Wolf McQuade,19.332,1983-04-15,6.5,361
The New World,15.95,2005-12-25,6.5,1144
2 Fast 2 Furious,7.765,2003-06-05,6.5,7430
Cobweb,30.652,2023-07-19,6.504,865
Arctic,39.47,2018-11-21,6.506,1204
The Bookshop,11.43,2017-11-10,6.505,427
It's Complicated,16.59,2009-12-23,6.505,1384
Pokémon 3: The Movie,15.648,2000-07-08,6.5,622
Forgetting Sarah Marshall,28.454,2008-04-17,6.505,3344
Copycat,34.049,1995-10-27,6.505,945
Holiday in the Wild,12.475,2019-11-06,6.5,524
The Taking of Deborah Logan,33.167,2014-10-21,6.504,1228
Night Train to Lisbon,20.642,2013-03-07,6.504,398
Restless,6.835,2011-09-16,6.5,403
The Ugly Truth,29.901,2009-07-24,6.5,3505
When a Man Loves a Woman,17.645,1994-04-29,6.5,337
A Rainy Day in New York,1.364,2019-07-26,6.5,2228
Bad Moms,36.443,2016-07-28,6.5,4051
School Ties,13.335,1992-09-18,6.5,386
Revenge,15.003,1990-02-16,6.5,441
Joy Ride,28.987,2001-10-05,6.5,1180
Courage Under Fire,21.231,1996-07-04,6.5,908
Star Trek: Generations,18.315,1994-11-18,6.503,1326
Young Guns II,16.471,1990-08-01,6.505,528
Operation Fortune: Ruse de Guerre,49.709,2023-01-04,6.5,1516
Scary Stories to Tell in the Dark,24.495,2019-08-08,6.5,2633
Mac & Devin Go to High School,18.364,2012-07-03,6.5,419
Subway,20.467,1985-04-10,6.5,441
All of Me,15.243,1984-09-21,6.501,334
Ricky Stanicky,30.435,2024-02-21,6.5,587
Basic,19.191,2003-04-18,6.5,1022
Death to 2020,8.44,2020-12-27,6.5,727
The Lost City,46.704,2022-03-24,6.499,3577
Joe,11.806,2014-04-11,6.499,918
My Big Fat Greek Wedding,15.61,2002-04-19,6.499,2110
Magic in the Moonlight,12.155,2014-07-25,6.498,2062
The Lorax,84.175,2012-03-01,6.497,3537
Cliffhanger,26.931,1993-05-28,6.5,2354
Secret Headquarters,32.381,2022-08-12,6.5,357
The Pirates! In an Adventure with Scientists!,16.677,2012-03-12,6.497,1084
Colors,19.925,1988-04-15,6.497,458
Armageddon Time,11.843,2022-10-28,6.5,416
Mortal,13.033,2020-02-28,6.5,467
The Lego Ninjago Movie,57.427,2017-09-21,6.496,1049
Where the Wild Things Are,19.965,2009-10-16,6.5,1828
Osmosis Jones,12.769,2001-08-10,6.5,1009
Blue Streak,21.701,1999-09-17,6.497,1476
The Money Pit,20.919,1986-03-26,6.5,1122
Flashdance,17.717,1983-04-14,6.5,1463
Snake Eyes: G.I. Joe Origins,53.795,2021-07-22,6.5,1550
The Translators,15.656,2019-12-20,6.495,487
Dragon Ball Z: The Tree of Might,32.589,1990-06-07,6.5,559
The Grifters,15.888,1990-08-08,6.5,387
Arthur,8.714,1981-07-17,6.495,422
Kingpin,17.023,1996-07-04,6.495,859
The Ledge,37.812,2022-02-18,6.514,332
A Man in a Hurry,8.186,2018-11-07,6.5,308
Love at First Fight,7.301,2014-08-20,6.494,432
Swimming Pool,19.049,2003-05-21,6.494,691
Honest Thief,39.326,2020-09-03,6.493,1730
Before I Wake,15.293,2016-04-07,6.5,1835
Four Flies on Grey Velvet,6.529,1971-12-17,6.493,374
Hardball,20.041,2001-09-14,6.493,479
Analyze This,19.073,1999-03-05,6.5,1853
U-571,44.026,2000-04-20,6.494,1217
Woman of the Hour,89.1,2024-10-03,6.5,474
Widows,16.489,2018-11-06,6.5,2287
Experimenter,10.418,2015-10-16,6.5,453
Act of Valor,24.68,2012-02-24,6.5,1128
Mulan II,38.515,2004-11-03,6.492,2350
Horton Hears a Who!,36.095,2008-03-03,6.492,3247
The Santa Clause,83.316,1994-11-11,6.492,2040
Sleeping with the Enemy,18.324,1991-01-13,6.5,1072
Scream 2,38.905,1997-12-12,6.493,4186
EO,16.05,2022-09-30,6.498,325
Da 5 Bloods,13.932,2020-06-12,6.491,1064
The Invisible Guardian,11.324,2017-03-03,6.491,670
Tag,10.659,2015-05-11,6.5,343
From Beyond,10.829,1986-10-24,6.5,553
The United States of Leland,7.269,2003-05-15,6.5,310
"Angus, Thongs and Perfect Snogging",20.651,2008-07-25,6.5,793
Dobermann,10.31,1997-06-18,6.491,503
Forever Young,10.699,1992-12-16,6.491,884
Flatliners,19.413,1990-08-10,6.5,1532
Host,25.509,2020-12-04,6.495,936
It Takes Two,20.085,1995-11-17,6.49,878
Middle Men,8.956,2009-05-17,6.489,318
The Deep End of the Ocean,11.79,1999-03-12,6.489,466
TRON: Legacy,72.611,2010-12-14,6.5,7130
Heavy Metal,23.041,1981-08-07,6.489,696
Mr. Nice Guy,23.651,1997-01-31,6.5,661
The Watchers,95.759,2024-06-06,6.488,1043
